Name,NACA 4412
Chord(mm),100
Radius(mm),0
Thickness(%),100
Origin(%),0
Pitch(deg),0
,
Airfoil surface,
X(mm),Y(mm)
100.000000,0.130000
95.000000,1.470000
90.000000,2.710000
80.000000,4.890000
70.000000,6.690000
60.000000,8.140000
50.000000,9.190000
40.000000,9.800000
30.000000,9.760000
25.000000,9.410000
20.000000,8.800000
15.000000,7.890000
10.000000,6.590000
7.500000,5.760000
5.000000,4.730000
2.500000,3.390000
1.250000,2.440000
0.000000,0.000000
1.250000,-1.430000
2.500000,-1.950000
5.000000,-2.490000
7.500000,-2.740000
10.000000,-2.860000
15.000000,-2.880000
20.000000,-2.740000
25.000000,-2.500000
30.000000,-2.260000
40.000000,-1.800000
50.000000,-1.400000
60.000000,-1.000000
70.000000,-0.650000
80.000000,-0.390000
90.000000,-0.220000
95.000000,-0.160000
100.000000,-0.130000
,
Camber line,
X(mm),Y(mm)
0.000000,0.000000
1.250000,0.505000
2.500000,0.720000
5.000000,1.120000
7.500000,1.510000
10.000000,1.865000
15.000000,2.505000
20.000000,3.030000
25.000000,3.455000
30.000000,3.750000
40.000000,4.000000
50.000000,3.895000
60.000000,3.570000
70.000000,3.020000
80.000000,2.250000
90.000000,1.245000
95.000000,0.655000
100.000000,0.000000
,
Chord line,
X(mm),Y(mm)
0.000000,0.000000
100.000000,0.000000
