Name,NACA 1410
Chord(mm),100
Radius(mm),0
Thickness(%),100
Origin(%),0
Pitch(deg),0
,
Airfoil surface,
X(mm),Y(mm)
100.000000,0.105000
95.021000,0.832000
90.034000,1.513000
80.049000,2.741000
70.051000,3.804000
60.042000,4.692000
50.025000,5.385000
40.000000,5.836000
29.937000,5.940000
24.907000,5.809000
19.880000,5.531000
14.861000,5.062000
9.854000,4.338000
7.358000,3.837000
4.870000,3.194000
2.398000,2.297000
1.174000,1.639000
0.000000,0.000000
1.326000,-1.515000
2.602000,-2.055000
5.130000,-2.726000
7.642000,-3.157000
10.146000,-3.462000
15.139000,-3.844000
20.120000,-4.031000
25.093000,-4.091000
30.063000,-4.064000
40.000000,-3.936000
49.975000,-3.439000
59.958000,-2.914000
69.949000,-2.304000
79.951000,-1.629000
89.966000,-0.901000
94.979000,-0.512000
100.000000,-0.105000
,
Camber line,
X(mm),Y(mm)
0.000000,0.000000
1.174000,0.819500
2.398000,0.164166
4.870000,0.268506
7.358000,0.364364
9.854000,0.455784
14.861000,0.619634
19.880000,0.754505
24.907000,0.860122
29.937000,0.937658
40.000000,0.950000
50.025000,0.974315
60.042000,0.891564
70.051000,0.753442
80.049000,0.559562
90.034000,0.308638
95.021000,0.161702
100.000000,0.000000
,
Chord line,
X(mm),Y(mm)
0.000000,0.000000
100.000000,0.000000
