Name,NACA 4421
Chord(mm),100
Radius(mm),0
Thickness(%),100
Origin(%),0
Pitch(deg),0
,
Airfoil surface,
X(mm),Y(mm)
100.000000,0.220000
95.000000,2.110000
90.000000,3.850000
80.000000,6.910000
70.000000,9.500000
60.000000,11.600000
50.000000,13.180000
40.000000,14.160000
30.000000,14.270000
25.000000,13.880000
20.000000,13.170000
15.000000,12.040000
10.000000,10.350000
7.500000,9.240000
5.000000,7.820000
2.500000,5.840000
1.250000,4.450000
0.000000,0.000000
1.250000,-2.420000
2.500000,-3.480000
5.000000,-4.780000
7.500000,-5.620000
10.000000,-6.150000
15.000000,-6.750000
20.000000,-6.980000
25.000000,-6.920000
30.000000,-6.760000
40.000000,-6.160000
50.000000,-5.340000
60.000000,-4.400000
70.000000,-3.350000
80.000000,-2.310000
90.000000,-1.270000
95.000000,-0.740000
100.000000,-0.220000
,
Camber line,
X(mm),Y(mm)
0.000000,0.000000
1.250000,1.015000
2.500000,1.180000
5.000000,1.520000
7.500000,1.810000
10.000000,2.100000
15.000000,2.645000
20.000000,3.095000
25.000000,3.480000
30.000000,3.755000
40.000000,4.000000
50.000000,3.920000
60.000000,3.600000
70.000000,3.075000
80.000000,2.300000
90.000000,1.290000
95.000000,0.685000
100.000000,0.000000
,
Chord line,
X(mm),Y(mm)
0.000000,0.000000
100.000000,0.000000
