Name,NACA 0024
Chord(mm),100
Radius(mm),0
Thickness(%),100
Origin(%),0
Pitch(deg),0
,
Airfoil surface,
X(mm),Y(mm)
100.000000,0.252000
95.000000,1.613000
90.000000,2.896000
80.000000,5.247000
70.000000,7.328000
60.000000,9.127000
50.000000,10.588000
40.000000,11.607000
30.000000,12.004000
25.000000,11.883000
20.000000,11.475000
15.000000,10.691000
10.000000,9.365000
7.500000,8.400000
5.000000,7.109000
2.500000,5.229000
1.250000,3.788000
0.000000,0.000000
1.250000,-3.788000
2.500000,-5.229000
5.000000,-7.109000
7.500000,-8.400000
10.000000,-9.365000
15.000000,-10.691000
20.000000,-11.475000
25.000000,-11.883000
30.000000,-12.004000
40.000000,-11.607000
50.000000,-10.588000
60.000000,-9.127000
70.000000,-7.328000
80.000000,-5.247000
90.000000,-2.896000
95.000000,-1.613000
100.000000,-0.252000
,
Camber line,
X(mm),Y(mm)
0.000000,0.000000
1.250000,0.000000
2.500000,0.000000
5.000000,0.000000
7.500000,0.000000
10.000000,0.000000
15.000000,0.000000
20.000000,0.000000
25.000000,0.000000
30.000000,0.000000
40.000000,0.000000
50.000000,0.000000
60.000000,0.000000
70.000000,0.000000
80.000000,0.000000
90.000000,0.000000
95.000000,0.000000
100.000000,0.000000
,
Chord line,
X(mm),Y(mm)
0.000000,0.000000
100.000000,0.000000
