Name,NACA 4424
Chord(mm),100
Radius(mm),0
Thickness(%),100
Origin(%),0
Pitch(deg),0
,
Airfoil surface,
X(mm),Y(mm)
100.000000,0.000000
95.196000,2.240000
90.320000,4.099000
80.464000,7.447000
70.487000,10.312000
60.405000,12.674000
50.235000,14.474000
40.000000,15.606000
29.401000,15.738000
24.111000,15.287000
18.858000,14.416000
13.674000,13.045000
8.611000,11.012000
6.153000,9.651000
3.775000,7.942000
1.536000,5.624000
0.530000,3.964000
0.000000,0.000000
1.970000,-3.472000
3.464000,-4.656000
6.225000,-6.066000
8.847000,-6.931000
11.389000,-7.512000
16.326000,-8.169000
21.142000,-8.416000
25.889000,-8.411000
30.599000,-8.238000
40.000000,-7.606000
49.765000,-6.698000
59.595000,-5.562000
69.513000,-4.312000
79.536000,-3.003000
89.680000,-1.655000
94.804000,-0.964000
100.000000,0.000000
,
Camber line,
X(mm),Y(mm)
0.000000,0.000000
0.530000,1.982000
1.536000,2.812000
3.775000,1.563589
6.153000,1.810885
8.611000,2.079428
13.674000,2.614460
18.858000,3.058570
24.111000,3.437064
29.401000,3.727999
40.000000,4.000000
50.235000,3.915158
60.405000,3.607044
70.487000,3.063602
80.464000,2.283659
90.320000,1.265154
95.196000,0.674363
100.000000,0.000000
,
Chord line,
X(mm),Y(mm)
0.000000,0.000000
100.000000,0.000000
