Name,NACA 2412
Chord(mm),100
Radius(mm),0
Thickness(%),100
Origin(%),0
Pitch(deg),0
,
Airfoil surface,
X(mm),Y(mm)
100.000000,0.130000
95.000000,1.140000
90.000000,2.080000
80.000000,3.750000
70.000000,5.180000
60.000000,6.360000
50.000000,7.240000
40.000000,7.800000
30.000000,7.880000
25.000000,7.670000
20.000000,7.260000
15.000000,6.610000
10.000000,5.630000
7.500000,4.960000
5.000000,4.130000
2.500000,2.990000
1.250000,2.150000
0.000000,0.000000
1.250000,-1.650000
2.500000,-2.270000
5.000000,-3.010000
7.500000,-3.460000
10.000000,-3.750000
15.000000,-4.100000
20.000000,-4.230000
25.000000,-4.220000
30.000000,-4.120000
40.000000,-3.800000
50.000000,-3.340000
60.000000,-2.760000
70.000000,-2.140000
80.000000,-1.500000
90.000000,-0.820000
95.000000,-0.480000
100.000000,-0.130000
,
Camber line,
X(mm),Y(mm)
0.000000,0.000000
1.250000,0.250000
2.500000,0.360000
5.000000,0.560000
7.500000,0.750000
10.000000,0.940000
15.000000,1.255000
20.000000,1.515000
25.000000,1.725000
30.000000,1.880000
40.000000,2.000000
50.000000,1.950000
60.000000,1.800000
70.000000,1.520000
80.000000,1.125000
90.000000,0.630000
95.000000,0.330000
100.000000,0.000000
,
Chord line,
X(mm),Y(mm)
0.000000,0.000000
100.000000,0.000000
