Name,NACA 0021
Chord(mm),100
Radius(mm),0
Thickness(%),100
Origin(%),0
Pitch(deg),0
,
Airfoil surface,
X(mm),Y(mm)
100.000000,0.221000
95.000000,1.412000
90.000000,2.534000
80.000000,4.591000
70.000000,6.412000
60.000000,7.986000
50.000000,9.265000
40.000000,10.156000
30.000000,10.504000
25.000000,10.397000
20.000000,10.040000
15.000000,9.354000
10.000000,8.195000
7.500000,7.350000
5.000000,6.221000
2.500000,4.576000
1.250000,3.315000
0.000000,0.000000
1.250000,-3.315000
2.500000,-4.576000
5.000000,-6.221000
7.500000,-7.350000
10.000000,-8.195000
15.000000,-9.354000
20.000000,-10.040000
25.000000,-10.397000
30.000000,-10.504000
40.000000,-10.156000
50.000000,-9.265000
60.000000,-7.986000
70.000000,-6.412000
80.000000,-4.591000
90.000000,-2.534000
95.000000,-1.412000
100.000000,-0.221000
,
Camber line,
X(mm),Y(mm)
0.000000,0.000000
1.250000,0.000000
2.500000,0.000000
5.000000,0.000000
7.500000,0.000000
10.000000,0.000000
15.000000,0.000000
20.000000,0.000000
25.000000,0.000000
30.000000,0.000000
40.000000,0.000000
50.000000,0.000000
60.000000,0.000000
70.000000,0.000000
80.000000,0.000000
90.000000,0.000000
95.000000,0.000000
100.000000,0.000000
,
Chord line,
X(mm),Y(mm)
0.000000,0.000000
100.000000,0.000000
