Name,NACA 0008
Chord(mm),100
Radius(mm),0
Thickness(%),100
Origin(%),0
Pitch(deg),0
,
Airfoil surface,
X(mm),Y(mm)
100.000000,0.084000
95.000000,0.537000
90.000000,0.965000
80.000000,1.749000
70.000000,2.443000
60.000000,3.043000
50.000000,3.529000
40.000000,3.869000
30.000000,4.001000
25.000000,3.961000
20.000000,3.825000
15.000000,3.564000
10.000000,3.121000
7.500000,2.800000
5.000000,2.369000
2.500000,1.743000
1.250000,1.263000
0.000000,0.000000
1.250000,-1.263000
2.500000,-1.743000
5.000000,-2.369000
7.500000,-2.800000
10.000000,-3.121000
15.000000,-3.564000
20.000000,-3.825000
25.000000,-3.961000
30.000000,-4.001000
40.000000,-3.869000
50.000000,-3.529000
60.000000,-3.043000
70.000000,-2.443000
80.000000,-1.749000
90.000000,-0.965000
95.000000,-0.537000
100.000000,-0.084000
,
Camber line,
X(mm),Y(mm)
0.000000,0.000000
1.250000,0.000000
2.500000,0.000000
5.000000,0.000000
7.500000,0.000000
10.000000,0.000000
15.000000,0.000000
20.000000,0.000000
25.000000,0.000000
30.000000,0.000000
40.000000,0.000000
50.000000,0.000000
60.000000,0.000000
70.000000,0.000000
80.000000,0.000000
90.000000,0.000000
95.000000,0.000000
100.000000,0.000000
,
Chord line,
X(mm),Y(mm)
0.000000,0.000000
100.000000,0.000000
