Name,NACA 2408
Chord(mm),100
Radius(mm),0
Thickness(%),100
Origin(%),0
Pitch(deg),0
,
Airfoil surface,
X(mm),Y(mm)
100.000000,0.084000
95.033000,0.855000
90.054000,1.575000
80.078000,2.858000
70.081000,3.942000
60.068000,4.820000
50.039000,5.473000
40.000000,5.869000
29.900000,5.875000
24.852000,5.677000
19.809000,5.320000
14.778000,4.776000
9.768000,3.987000
7.273000,3.471000
4.794000,2.829000
2.337000,1.944000
1.128000,1.380000
0.000000,0.000000
1.372000,-1.134000
2.663000,-1.493000
5.206000,-1.891000
7.727000,-2.111000
10.232000,-2.237000
15.222000,-2.338000
20.191000,-2.320000
25.148000,-2.239000
30.100000,-2.125000
40.000000,-1.869000
49.961000,-1.585000
59.932000,-1.264000
69.919000,-0.942000
79.922000,-0.636000
89.946000,-0.353000
94.967000,-0.217000
100.000000,-0.084000
,
Camber line,
X(mm),Y(mm)
0.000000,0.000000
1.128000,0.690000
2.337000,0.270827
4.794000,0.501241
7.273000,0.699810
9.768000,0.886669
14.778000,1.223493
19.809000,1.499308
24.852000,1.716582
29.900000,1.872698
40.000000,2.000000
50.039000,1.945256
60.068000,1.780192
70.081000,1.502478
80.078000,1.113202
90.054000,0.612463
95.033000,0.319872
100.000000,0.000000
,
Chord line,
X(mm),Y(mm)
0.000000,0.000000
100.000000,0.000000
