Name,NACA 4418
Chord(mm),100
Radius(mm),0
Thickness(%),100
Origin(%),0
Pitch(deg),0
,
Airfoil surface,
X(mm),Y(mm)
100.000000,0.190000
95.000000,1.890000
90.000000,3.460000
80.000000,6.220000
70.000000,8.550000
60.000000,10.440000
50.000000,11.850000
40.000000,12.700000
30.000000,12.760000
25.000000,12.400000
20.000000,11.720000
15.000000,10.660000
10.000000,9.110000
7.500000,8.060000
5.000000,6.750000
2.500000,5.000000
1.250000,3.760000
0.000000,0.000000
1.250000,-2.110000
2.500000,-2.990000
5.000000,-4.060000
7.500000,-4.670000
10.000000,-5.060000
15.000000,-5.490000
20.000000,-5.560000
25.000000,-5.490000
30.000000,-5.260000
40.000000,-4.700000
50.000000,-4.020000
60.000000,-3.240000
70.000000,-2.450000
80.000000,-1.670000
90.000000,-0.930000
95.000000,-0.550000
100.000000,-0.190000
,
Camber line,
X(mm),Y(mm)
0.000000,0.000000
1.250000,0.825000
2.500000,1.005000
5.000000,1.345000
7.500000,1.695000
10.000000,2.025000
15.000000,2.585000
20.000000,3.080000
25.000000,3.455000
30.000000,3.750000
40.000000,4.000000
50.000000,3.915000
60.000000,3.600000
70.000000,3.050000
80.000000,2.275000
90.000000,1.265000
95.000000,0.670000
100.000000,0.000000
,
Chord line,
X(mm),Y(mm)
0.000000,0.000000
100.000000,0.000000
