Name,NACA 1408
Chord(mm),100
Radius(mm),0
Thickness(%),100
Origin(%),0
Pitch(deg),0
,
Airfoil surface,
X(mm),Y(mm)
100.000000,0.084000
95.016000,0.698000
90.027000,1.271000
80.039000,2.305000
70.041000,3.193000
60.034000,3.931000
50.020000,4.502000
40.000000,4.869000
29.950000,4.939000
24.926000,4.819000
19.904000,4.574000
14.889000,4.171000
9.883000,3.558000
7.386000,3.138000
4.896000,2.602000
2.418000,1.862000
1.189000,1.324000
0.000000,0.000000
1.311000,-1.200000
2.582000,-1.620000
5.104000,-2.134000
7.614000,-2.458000
10.117000,-2.682000
15.111000,-2.953000
20.096000,-3.074000
25.074000,-3.101000
30.050000,-3.063000
40.000000,-2.869000
49.980000,-2.556000
59.966000,-2.153000
69.959000,-1.693000
79.961000,-1.193000
89.973000,-0.659000
94.984000,-0.378000
100.000000,-0.084000
,
Camber line,
X(mm),Y(mm)
0.000000,0.000000
1.189000,0.662000
2.418000,0.148097
4.896000,0.255196
7.386000,0.354716
9.883000,0.448471
14.889000,0.615023
19.904000,0.752330
24.926000,0.859401
29.950000,0.937618
40.000000,1.000000
50.020000,0.973807
60.034000,0.890565
70.041000,0.752050
80.039000,0.558080
90.027000,0.307514
95.016000,0.160938
100.000000,0.000000
,
Chord line,
X(mm),Y(mm)
0.000000,0.000000
100.000000,0.000000
